content,annotation__label__-,annotation__notes,annotation__points__x,annotation__points__y,annotation__imageWidth,annotation__imageHeight,extras
,Face,,0.585501859,0.209090909,538,330,
,,,0.737918216,0.533333333,,,
,Face,,0.76394052,0.06969697,538,330,
,,,0.903345725,0.333333333,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/b553e040-55db-43a9-a4d5-89279c94252d___blog-marriedparentsimmigrantchildren-2018.jpg.jpeg,Face,,0.08490566,0.1,530,280,null
,,,0.252830189,0.467857143,,,
,Face,,0.345283019,0.039285714,530,280,
,,,0.530188679,0.517857143,,,
,Face,,0.588679245,0.278571429,530,280,
,,,0.762264151,0.710714286,,,
,Face,,0.767924528,0.182142857,530,280,
,,,0.933962264,0.578571429,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/0ae63bef-b739-45bf-b50f-83d9569effe7___BmF4i0tCQAAkFvP.jpg.jpeg,Face,,0.535911602,0.041666667,362,600,null
,,,0.781767956,0.22,,,
,Face,,0.185082873,0.358333333,362,600,
,,,0.378453039,0.486666667,,,
,Face,,0.604972376,0.411666667,362,600,
,,,0.812154696,0.533333333,,,
,Face,,0.571823204,0.705,362,600,
,,,0.803867403,0.863333333,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/d259e113-2f83-4c3e-ab7e-bf5eee86e9ad___bollywood-movies.jpg.jpeg,Face,,0.401086957,0.144787645,920,518,null
,,,0.581521739,0.424710425,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/f4a7ec9e-005f-4d00-a9fc-d915c0ccb280___border-children-getty.jpg.jpeg,Face,,0.538461538,0.219512195,3000,2000,null
,,,0.651137595,0.41300813,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/6c8dbb6a-a5d0-4ab3-96ce-973972e2719c___Breakfast-at-Tiffanys-coffee-scenes-in-movies.jpg.jpeg,Face,,0.455384615,0.147222222,650,360,null
,,,0.623076923,0.452777778,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/662ab0d8-c0dd-444a-b56f-c439b77984e5___by5-support-families.jpg.jpeg,Face,,0.143011918,0.202922078,1000,667,null
,,,0.235102925,0.37012987,,,
,Face,,0.383531961,0.327922078,1000,667,
,,,0.451787649,0.430194805,,,
,Face,,0.492957746,0.121753247,1000,667,
,,,0.572047671,0.288961039,,,
,Face,,0.706392199,0.340909091,1000,667,
,,,0.79631636,0.456168831,,,
,Face,,0.67063922,0.556818182,1000,667,
,,,0.735644637,0.647727273,,,
,Face,,0.7843987,0.467532468,1000,667,
,,,0.852654388,0.595779221,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/d0c955d2-62a3-4bc7-a379-37ec75fa654f___c12bd72009000fa249ee4260b2b9b4c5.jpg.jpeg,Face,,0.298913043,0.091575092,184,273,null
,,,0.527173913,0.285714286,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/902f89f7-7667-44d2-91f3-878cf7068afe___Calm-Waters-One-0034.jpg.jpeg,Face,,0.244834711,0.017027864,6016,4016,null
,,,0.440082645,0.441176471,,,
,Face,,0.438016529,0.300309598,6016,4016,
,,,0.595041322,0.642414861,,,
,Face,,0.585743802,0.159442724,6016,4016,
,,,0.75,0.633126935,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/02c79eb8-17b0-4183-9b2a-6eed49bfb88d___capture19.png,Face,,0.485639687,0.131105398,766,389,null
,,,0.55613577,0.272493573,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/44838d85-0272-4fb2-bf23-6a10e6ceaae1___ccd14b312d272c03bf2cadb42441c917.jpg.jpeg,Face,,0.345,0.073333333,400,300,null
,,,0.715,0.763333333,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/81242e0b-dbba-47e9-b243-89834a9c667f___Change-The-Story-Strengthening-Families.png,Face,,0.395348837,0.294354839,860,496,null
,,,0.622093023,0.794354839,,,
,Face,,0.561627907,0.074596774,860,496,
,,,0.770930233,0.538306452,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/383c004f-edcf-4012-95a0-485fc61689ea___child-and-family-development.jpg.jpeg,Face,,0.273563218,0.314917127,870,362,null
,,,0.443678161,0.693370166,,,
,Face,,0.096551724,0.535911602,870,362,
,,,0.232183908,0.883977901,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/75d47886-f404-48b9-ae0c-3eba241b9d92___child-cancer-stafford-family-stgnews.jpg.jpeg,Face,,0.196280992,0.220588235,1300,731,null
,,,0.325413223,0.529411765,,,
,Face,,0.483471074,0.430147059,1300,731,
,,,0.589876033,0.65625,,,
,Face,,0.709710744,0.240808824,1300,731,
,,,0.828512397,0.511029412,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/9fdf5b50-4bd5-4741-89c5-62191399702e___children-and-families.jpg.jpeg,Face,,0.148888889,0.163333333,450,300,null
,,,0.222222222,0.326666667,,,
,Face,,0.066666667,0.356666667,450,300,
,,,0.144444444,0.47,,,
,Face,,0.271111111,0.083333333,450,300,
,,,0.344444444,0.213333333,,,
,Face,,0.368888889,0.293333333,450,300,
,,,0.444444444,0.41,,,
,Face,,0.764444444,0.233333333,450,300,
,,,0.835555556,0.38,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/2ccfb2b7-e9cf-4c83-a0ce-691ac9650ef7___childrenfamilies_mainphoto.png,Face,,0.460743802,0.402366864,2000,699,null
,,,0.666322314,0.934911243,,,
,Face,,0.693181818,0.390532544,2000,699,
,,,0.907024793,0.943786982,,,
,Face,,0.241735537,0,2000,699,
,,,0.387396694,0.50591716,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/9dd3f69b-4820-43e0-b6a5-4a8f5c431ad3___childrenprotest_850_574.jpg.jpeg,Face,,0.463529412,0.325783972,850,574,null
,,,0.649411765,0.639372822,,,
,Face,,0.614117647,0.18989547,850,574,
,,,0.712941176,0.353658537,,,
,Face,,0.097647059,0.397212544,850,574,
,,,0.184705882,0.599303136,,,
,Face,,0.322352941,0.308362369,850,574,
,,,0.423529412,0.477351916,,,
,Face,,0.418823529,0.270034843,850,574,
,,,0.485882353,0.405923345,,,
,Face,,0.835294118,0.141114983,850,574,
,,,0.907058824,0.235191638,,,
,Face,,0.029411765,0.31533101,850,574,
,,,0.085882353,0.407665505,,,
,Face,,0.105882353,0.283972125,850,574,
,,,0.167058824,0.386759582,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/00962ef3-4fd0-4b66-ad2d-618be69bf1f1___child-separation-rtr_img.jpg.jpeg,Face,,0.411700975,0.254733219,1440,907,null
,,,0.53304442,0.4767642,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/6f7567b8-4e2e-4b0a-8201-f017b8ec4b2b___Christmas-Story.jpg.jpeg,Face,,0.346875,0.053892216,640,334,null
,,,0.5015625,0.362275449,,,
,Face,,0.5671875,0.353293413,640,334,
,,,0.690625,0.673652695,,,
,Face,,0.7328125,0.347305389,640,334,
,,,0.9953125,0.805389222,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/4f44b90c-00e2-45ae-a915-de9b9f32bfd8___cooperfamily.jpeg,Face,,0.331703341,0.178365938,4993,3538,null
,,,0.427872861,0.352128884,,,
,Face,,0.273023635,0.383199079,4993,3538,
,,,0.356968215,0.546605293,,,
,Face,,0.512632437,0.35443038,4993,3538,
,,,0.594132029,0.52589183,,,
,Face,,0.593317033,0.130034522,4993,3538,
,,,0.67400163,0.315304948,,,
,Face,,0.726161369,0.257767549,4993,3538,
,,,0.786471068,0.401611047,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/25db68e3-4093-4bd8-9ccf-eb12c9c7c3fc___cover-pic-2-best-of-2017_759.jpg.jpeg,Face,,0.388669302,0.331753555,759,422,null
,,,0.582345191,0.722748815,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/bb00eec4-86a0-47da-8574-91673761d5d3___creed.jpg.jpeg,Face,,0.44312026,0.146153846,1000,563,null
,,,0.550379198,0.359615385,,,
,Face,,0.829902492,0.490384615,1000,563,
,,,0.905742145,0.651923077,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/d2411f8e-7e99-406a-8e82-1354747da7e7___CYF-locations-013.jpg.jpeg,Face,,0.192339038,0.053072626,1280,747,null
,,,0.400162999,0.530726257,,,
,Face,,0.461287694,0.382681564,1280,747,
,,,0.622656887,0.667597765,,,
,Face,,0.667481663,0.682960894,1280,747,
,,,0.788101059,0.956703911,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/de0d031f-8acd-4fbe-874b-142a0288622b___CYF-locationss-005.jpg.jpeg,Face,,0.224268689,0.303605313,1280,730,null
,,,0.472372698,0.79886148,,,
,Face,,0.461538462,0.565464896,1280,730,
,,,0.674972914,0.937381404,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/74582de2-3060-4116-871b-87263fb74ef1___d449dcd76b14747e8b611085736ee34c--funny-movie-quotes-funny-movies.jpg.jpeg,Face,,0.166666667,0.113076923,630,1300,null
,,,0.311111111,0.176153846,,,
,Face,,0.603174603,0.151538462,630,1300,
,,,0.782539683,0.237692308,,,
,Face,,0.363492063,0.393076923,630,1300,
,,,0.726984127,0.557692308,,,
,Face,,0.525396825,0.661538462,630,1300,
,,,0.749206349,0.812307692,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/ca23bc20-0966-477e-b63c-3a5f03ad9771___dark-night.-Digital-Fox-Media.jpg.jpeg,Face,,0.37890625,0.044905009,1024,579,null
,,,0.638671875,0.666666667,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/33e137a1-28e8-4725-b852-100fa3942e1d___dbasse_080602.jpg.jpeg,Face,,0.0875,0.222222222,800,225,null
,,,0.16,0.564444444,,,
,Face,,0.1475,0.613333333,800,225,
,,,0.23,0.862222222,,,
,Face,,0.22375,0.364444444,800,225,
,,,0.3025,0.688888889,,,
,Face,,0.40625,0.395555556,800,225,
,,,0.4575,0.608888889,,,
,Face,,0.46625,0.257777778,800,225,
,,,0.51875,0.488888889,,,
,Face,,0.445,0.68,800,225,
,,,0.50375,0.862222222,,,
,Face,,0.59,0.488888889,800,225,
,,,0.63375,0.657777778,,,
,Face,,0.59,0.075555556,800,225,
,,,0.63625,0.253333333,,,
,Face,,0.7675,0.04,800,225,
,,,0.82375,0.328888889,,,
,Face,,0.845,0.666666667,800,225,
,,,0.91125,0.928888889,,,
,Face,,0.865,0.008888889,800,225,
,,,0.94375,0.262222222,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/5a6093f9-d3db-4503-a81f-a6780ca5e2b8___dca90629-c276-4120-9be5-c4bb7393d78d.jpg.jpeg,Face,,0.051652893,0.237132353,1920,1080,null
,,,0.15392562,0.450367647,,,
,Face,,0.160123967,0.143382353,1920,1080,
,,,0.21177686,0.283088235,,,
,Face,,0.276859504,0.137867647,1920,1080,
,,,0.335743802,0.270220588,,,
,Face,,0.414256198,0.029411765,1920,1080,
,,,0.469008264,0.189338235,,,
,Face,,0.488636364,0.018382353,1920,1080,
,,,0.541322314,0.163602941,,,
,Face,,0.551652893,0.077205882,1920,1080,
,,,0.58677686,0.161764706,,,
,Face,,0.671487603,0.060661765,1920,1080,
,,,0.725206612,0.174632353,,,
,Face,,0.80268595,0.176470588,1920,1080,
,,,0.858471074,0.279411765,,,
,Face,,0.909090909,0.387867647,1920,1080,
,,,0.983471074,0.575367647,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/c7a0508a-dbfc-4f4b-8e60-9295f6b3616c___dead-mans-cards-full-hd-english.jpg.jpeg,Face,,0.143595041,0.082720588,1920,1080,null
,,,0.435950413,0.476102941,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/2b02875b-d41e-480f-8a4d-af8954afc9b6___dearzindagi-story_647_020817060157.jpg.jpeg,Face,,0.238021638,0.148514851,647,404,null
,,,0.330757342,0.373762376,,,
,Face,,0.690880989,0.277227723,647,404,
,,,0.800618238,0.5,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/ad60d71d-94f1-4632-b9c0-7af49582a816___DeGette.Coffman.jpg.jpeg,Face,,0.089166667,0.095,1200,600,null
,,,0.335833333,0.565,,,
,Face,,0.599166667,0.061666667,1200,600,
,,,0.779166667,0.495,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/06ac13f2-e126-43d5-9179-3b96fa9a22c4___dog1.jpg.jpeg,Face,,0.415625,0.079625293,640,427,null
,,,0.7609375,0.62295082,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/f6fb22e5-d4d1-4952-8947-bd7bca803962___Dollarphotoclub_46829098.jpg.jpeg,Face,,0.026859504,0.12248062,4992,3328,null
,,,0.18285124,0.502325581,,,
,Face,,0.161157025,0.407751938,4992,3328,
,,,0.338842975,0.68372093,,,
,Face,,0.34607438,0.165891473,4992,3328,
,,,0.5,0.524031008,,,
,Face,,0.497933884,0.296124031,4992,3328,
,,,0.638429752,0.601550388,,,
,Face,,0.604338843,0.141085271,4992,3328,
,,,0.766528926,0.471317829,,,
,Face,,0.809917355,0.124031008,4992,3328,
,,,0.951446281,0.472868217,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/187b5572-391b-41a0-817f-542322b81f00___DSC06733A.jpg.jpeg,Face,,0.236186349,0.272588055,3370,2385,null
,,,0.299024919,0.373660031,,,
,Face,,0.339111593,0.2143951,3370,2385,
,,,0.413867822,0.292496172,,,
,Face,,0.459371614,0.418070444,3370,2385,
,,,0.521126761,0.506891271,,,
,Face,,0.563380282,0.442572741,3370,2385,
,,,0.632719393,0.520673813,,,
,Face,,0.696641387,0.34762634,3370,2385,
,,,0.763813651,0.431852986,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/8b680658-d374-4f2d-abf7-9ea254055e56___Dumb-And-Dumber1-700x350.jpg.jpeg,Face,,0.31,0.077142857,700,350,null
,,,0.495714286,0.491428571,,,
,Face,,0.61,0.04,700,350,
,,,0.782857143,0.405714286,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/00ee051a-fb14-4bf2-aa18-cbf5b921c619___dumb-and-dumber-jim-carrey-jeff-daniels_55026369-1433x1321.jpeg,Face,,0.167355372,0.27690583,1433,1321,null
,,,0.385330579,0.545964126,,,
,Face,,0.46177686,0.286995516,1433,1321,
,,,0.664256198,0.547085202,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/c825eca3-0c35-45ef-baf0-66a900d0b5cf___e6e8e5d397a1cecdee9990f050b7578f--heat-quotes-the-heat-movie-quotes.jpg.jpeg,Face,,0.2828125,0.06675063,640,794,null
,,,0.3984375,0.17884131,,,
,Face,,0.3296875,0.38790932,640,794,
,,,0.4375,0.488664987,,,
,Face,,0.590625,0.720403023,640,794,
,,,0.70625,0.827455919,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/99357afd-b685-4737-a258-333ae136c82e___e0162649b8b9aaa6a5230ab53639ce1f--funny-movies-the-heat-movie-funny.jpg.jpeg,Face,,0.423728814,0.035989717,236,389,null
,,,0.546610169,0.133676093,,,
,Face,,0.351694915,0.293059126,236,389,
,,,0.529661017,0.437017995,,,
,Face,,0.656779661,0.313624679,236,389,
,,,0.779661017,0.383033419,,,
,Face,,0.411016949,0.516709512,236,389,
,,,0.622881356,0.663239075,,,
,Face,,0.699152542,0.57840617,236,389,
,,,0.88559322,0.686375321,,,
,Face,,0.436440678,0.791773779,236,389,
,,,0.622881356,0.910025707,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/59dfe086-8596-4df6-803f-7fbb19e1be92___eaf94606aafbc2cf52696dfa8bc67e9d.jpg.jpeg,Face,,0.49382716,0.016666667,405,600,null
,,,0.790123457,0.203333333,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/240d6b18-84ca-4d9d-b94d-cdb33829ebd6___english_movies_inspired_by_hindi_movies.jpg.jpeg,Face,,0.07133059,0.015,729,400,null
,,,0.164609053,0.3,,,
,Face,,0.360768176,0.0275,729,400,
,,,0.440329218,0.2575,,,
,Face,,0.673525377,0.075,729,400,
,,,0.823045267,0.4175,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/181b1c61-5b1e-49c2-a289-ce8507b03c82___english-movies-list.jpg.jpeg,Face,,0.516,0,500,400,null
,,,0.61,0.255,,,
,Face,,0.62,0.17,500,400,
,,,0.684,0.385,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/00754469-7299-4108-a9e1-3c35e914b9b8___entertainment-2014-02-01-love-actually-main.jpg.jpeg,Face,,0.434452871,0.217320261,1250,829,null
,,,0.516793066,0.35130719,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/1fa25e1a-265d-45bc-ac57-21fa1ac6e877___entertainment-movies-2012-04-05-Prom-Scenes.jpg.jpeg,Face,,0.290540541,0.0625,592,400,null
,,,0.489864865,0.38,,,
,Face,,0.646959459,0.135,592,400,
,,,0.827702703,0.4325,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/9e9f9ab0-825d-4540-bd3c-b0f3418627a2___ExtendedFamilyMembers.jpg.jpeg,Face,,0.614301192,0.398268398,1200,600,null
,,,0.696641387,0.575757576,,,
,Face,,0.488624052,0.528138528,1200,600,
,,,0.557963164,0.722943723,,,
,Face,,0.206933911,0.722943723,1200,600,
,,,0.299024919,0.887445887,,,
,Face,,0.850487541,0.729437229,1200,600,
,,,0.944745395,0.88961039,,,
,Face,,0.079089924,0.0995671,1200,600,
,,,0.172264355,0.287878788,,,
,Face,,0.231852654,0.134199134,1200,600,
,,,0.326110509,0.305194805,,,
,Face,,0.364030336,0.162337662,1200,600,
,,,0.465872156,0.354978355,,,
,Face,,0.664138678,0.177489177,1200,600,
,,,0.736728061,0.37012987,,,
,Face,,0.749729144,0.214285714,1200,600,
,,,0.846153846,0.404761905,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/11a13d9d-0c26-42d8-b67f-456e53170d50___f5c281266e75348499896ad40b31913f--man-quotes-shes-the-man-movie-quotes.jpg.jpeg,Face,,0.4272,0.092130518,625,1042,null
,,,0.5504,0.183301344,,,
,Face,,0.5536,0.430902111,625,1042,
,,,0.7008,0.557581574,,,
,Face,,0.4656,0.74184261,625,1042,
,,,0.6256,0.857965451,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/3b53769d-3654-45e2-b556-4cca63ba23b5___f46dab1b3-1.jpg.jpeg,Face,,0.022916667,0.225,480,360,null
,,,0.179166667,0.6,,,
,Face,,0.2875,0.3,480,360,
,,,0.379166667,0.461111111,,,
,Face,,0.6375,0.194444444,480,360,
,,,0.772916667,0.472222222,,,
,Face,,0.83125,0.172222222,480,360,
,,,0.997916667,0.463888889,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/ac7a4c0f-a353-4880-b441-209bd050cfb8___f792f98684352a68103a2044dc40e396--pineapple-express-funny-movies.jpg.jpeg,Face,,0.168402778,0.020833333,576,720,null
,,,0.338541667,0.180555556,,,
,Face,,0.385416667,0.029166667,576,720,
,,,0.498263889,0.143055556,,,
,Face,,0.352430556,0.351388889,576,720,
,,,0.479166667,0.463888889,,,
,Face,,0.159722222,0.340277778,576,720,
,,,0.309027778,0.493055556,,,
,Face,,0.178819444,0.715277778,576,720,
,,,0.328125,0.875,,,
,Face,,0.348958333,0.720833333,576,720,
,,,0.449652778,0.840277778,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/c920fc1a-a3e5-47a8-9ef1-0657a13b7039___families_119085628-1024x683.jpg.jpeg,Face,,0.126953125,0.10102489,1024,683,null
,,,0.221679688,0.319180088,,,
,Face,,0.229492188,0.25329429,1024,683,
,,,0.313476563,0.401171303,,,
,Face,,0.350585938,0.335285505,1024,683,
,,,0.439453125,0.487554905,,,
,Face,,0.439453125,0.209370425,1024,683,
,,,0.50390625,0.402635432,,,
,Face,,0.6015625,0.084919473,1024,683,
,,,0.717773438,0.289897511,,,
,Face,,0.766601563,0.077598829,1024,683,
,,,0.868164063,0.298682284,,,
,Face,,0.903320313,0.272327965,1024,683,
,,,0.96875,0.414348463,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/b2107022-e0f8-42aa-aff4-351595bc6633___families_marquee.jpg.jpeg,Face,,0.214876033,0.007653061,3360,1360,null
,,,0.372933884,0.349489796,,,
,Face,,0.105371901,0.405612245,3360,1360,
,,,0.231404959,0.645408163,,,
,Face,,0.576446281,0.091836735,3360,1360,
,,,0.775826446,0.459183673,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/55841a89-4d23-481f-834b-5b1ad0aafd50___families2.jpg.jpeg,Face,,0.309677419,0.005405405,620,370,null
,,,0.608064516,0.743243243,,,
,Face,,0.630645161,0.018918919,620,370,
,,,0.95,0.775675676,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/c38a663a-8b0f-42e2-a0e9-beb8502244ec___family_history2.jpg.jpeg,Face,,0.125517241,0.126293996,725,483,null
,,,0.260689655,0.443064182,,,
,Face,,0.296551724,0.194616977,725,483,
,,,0.411034483,0.469979296,,,
,Face,,0.460689655,0.256728778,725,483,
,,,0.617931034,0.480331263,,,
,Face,,0.664827586,0.099378882,725,483,
,,,0.827586207,0.438923395,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/287408c9-9efb-4c09-97ad-6f17210ea026___family_separation_protest_img.jpg.jpeg,Face,,0.109425785,0.301204819,1440,907,null
,,,0.174431203,0.407917384,,,
,Face,,0.452871073,0.39070568,1440,907,
,,,0.514626219,0.48020654,,,
,Face,,0.776814735,0.067125645,1440,907,
,,,0.845070423,0.187607573,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/573fcf5e-64cd-416a-928d-8ddb11fbdc56___Family1-1.jpg.jpeg,Face,,0.101059495,0.292176039,1280,853,null
,,,0.32599837,0.696821516,,,
,Face,,0.334963325,0.019559902,1280,853,
,,,0.464547677,0.293398533,,,
,Face,,0.482477588,0.063569682,1280,853,
,,,0.643846781,0.325183374,,,
,Face,,0.569682152,0.341075795,1280,853,
,,,0.787286064,0.765281174,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/9bb97b9f-3575-45d3-b0b8-86f0bf40b419___family-4-posing-500px.jpg.jpeg,Face,,0.122,0.283819629,500,377,null
,,,0.332,0.575596817,,,
,Face,,0.312,0.018567639,500,377,
,,,0.52,0.413793103,,,
,Face,,0.486,0.193633952,500,377,
,,,0.62,0.485411141,,,
,Face,,0.63,0.114058355,500,377,
,,,0.826,0.461538462,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/a6765842-b317-499b-b6e4-947fbdc65a24___Family-803319.jpg.jpeg,Face,,0.113559322,0.26,590,350,null
,,,0.276271186,0.685714286,,,
,Face,,0.342372881,0.291428571,590,350,
,,,0.557627119,0.697142857,,,
,Face,,0.537288136,0.054285714,590,350,
,,,0.889830508,0.768571429,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/445a39e4-723f-4ed8-a013-85844ec00226___Family-and-Friends.jpg.jpeg,Face,,0.110509209,0.217886179,5184,3456,null
,,,0.219934995,0.41300813,,,
,Face,,0.310942579,0.191869919,5184,3456,
,,,0.408450704,0.37398374,,,
,Face,,0.429035753,0.284552846,5184,3456,
,,,0.516793066,0.422764228,,,
,Face,,0.730227519,0.33495935,5184,3456,
,,,0.846153846,0.504065041,,,
,Face,,0.592632719,0.382113821,5184,3456,
,,,0.680390033,0.512195122,,,
,Face,,0.839653304,0.401626016,5184,3456,
,,,0.94907909,0.56097561,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/2bfa146c-234f-4cf5-8f0c-d19cc7823d17___family-banner-1200x587.jpg.jpeg,Face,,0.091007584,0.190265487,1200,587,null
,,,0.242686891,0.486725664,,,
,Face,,0.258938245,0.327433628,1200,587,
,,,0.359696641,0.526548673,,,
,Face,,0.41603467,0.345132743,1200,587,
,,,0.534127844,0.557522124,,,
,Face,,0.743228602,0.196902655,1200,587,
,,,0.881906826,0.533185841,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/72f6f748-75ef-4371-80fc-a7ff2b8a2df2___family-on-beach-612x338.jpg.jpeg,Face,,0.227124183,0.053254438,612,338,null
,,,0.383986928,0.313609467,,,
,Face,,0.236928105,0.378698225,612,338,
,,,0.375816993,0.786982249,,,
,Face,,0.477124183,0.322485207,612,338,
,,,0.647058824,0.671597633,,,
,Face,,0.700980392,0.426035503,612,338,
,,,0.874183007,0.775147929,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/5f88bf16-d47d-4770-ac15-194ad0a97146___family-photo.jpg.jpeg,Face,,0.267318663,0.216381418,2716,1810,null
,,,0.411572942,0.5599022,,,
,Face,,0.439282804,0.30195599,2716,1810,
,,,0.540342298,0.52200489,,,
,Face,,0.537897311,0.207823961,2716,1810,
,,,0.646291769,0.449877751,,,
,Face,,0.657701711,0.281173594,2716,1810,
,,,0.837815811,0.619804401,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/df2aad7d-bab8-44ba-b632-e5aac3a86a7a___family-watching-movie-2.jpg.jpeg,Face,,0.268987342,0.205696203,948,632,null
,,,0.364978903,0.370253165,,,
,Face,,0.443037975,0.166139241,948,632,
,,,0.564345992,0.359177215,,,
,Face,,0.650843882,0.463607595,948,632,
,,,0.740506329,0.590189873,,,
,Face,,0.800632911,0.367088608,948,632,
,,,0.892405063,0.509493671,,,
